id_colaborador,nome,genero,nivel,data_admissao,data_promocao,salario_base,percentual_bonus,id_departamento,id_filial,id_reporta_a,processos_actifs,horas_extras_mes,score_satisfacao,home_office,status_atual
225,Felipe Costa 225,Não-binário,Pleno,14/05/2024,2025-06-24,7393.1,14,20,3,400,50,53,2.1,True,Ativo
226,Natan Alves 226,Não-binário,Júnior,2025-10-10,,4144.11,0,10,2,502,22,18,3.5,True,Ativo
227,Lucas Martins 227,Feminino,Júnior,2024-11-15,,3693.4,7,10,2,300,35,18,4.3,True,Ativo
228,Pedro Gomes 228,Masculino,Sênior,2019-01-06,2023-01-05,13154.04,24,40,2,300,30,18,3.5,True,Ativo
229,Isabela Carvalho 229,Não-binário,Sênior,2021-04-29,2024-04-28,9986.51,23,10,4,400,24,5,,False,Ativo
230,Ana Silva 230,Não-binário,Júnior,2024-11-04,,4131.31,8,20,2,100,68,54,1.2,True,Ativo
231,Vitor Xavier 231,Feminino,Júnior,2024-07-23,,4666.94,0,10,4,502,29,17,4.8,True,Ativo
232,Ana Silva 232,Feminino,Júnior,14/01/2024,,"R$ 4507,45",1,40,3,502,35,5,4.8,True,Ativo
233,Isabela Carvalho 233,Masculino,Júnior,2025-04-20,,3575.12,1,20,4,200,48,36,1.0,True,Desligado
234,Olivia Barbosa 234,Masculino,Pleno,2023-06-27,,7699.2,16,20,3,400,53,47,2.0,False,Ativo
235,Elena Rodrigues 235,Feminino,Júnior,2025-12-13,,4589.62,10,40,2,300,26,7,4.3,False,Ativo
236,Pedro Gomes 236,Masculino,Pleno,2020-08-19,2022-03-17,5690.01,20,10,2,501,28,18,4.4,False,Ativo
237,Hugo Ribeiro 237,Não-binário,Sênior,2019-09-14,2024-09-12,10168.95,21,10,4,400,17,18,4.7,True,Ativo
238,Kamila Pereira 238,Masculino,Sênior,2018-05-09,2023-05-08,10502.18,27,20,1,400,59,53,1.6,True,Ativo
239,Pedro Gomes 239,Feminino,Júnior,31/10/2025,,3526.65,8,40,3,300,18,22,4.4,True,Ativo
240,Olivia Barbosa 240,Feminino,Júnior,2024-12-05,,4340.23,10,30,1,502,19,2,3.8,False,Ativo
241,Diego Santos 241,Não-binário,Júnior,2024-02-16,,4845.32,9,30,3,400,18,8,3.4,False,Ativo
242,Kamila Pereira 242,Feminino,Pleno,2020-08-08,2022-03-08,7399.72,20,20,4,100,61,39,2.3,True,Ativo
243,Pedro Gomes 243,Não-binário,Pleno,2022-11-07,,"R$ 8230,54",16,10,4,501,31,21,4.8,False,Desligado
244,Hugo Ribeiro 244,Não-binário,Pleno,2021-07-14,02/02/2023,8411.47,18,40,4,200,34,19,4.3,False,Ativo
245,Lucas Martins 245,Não-binário,Pleno,2023-10-09,2024-12-14,7450.26,11,20,3,502,62,50,1.8,True,Ativo
246,Ana Silva 246,Masculino,Pleno,06/12/2022,2024-01-29,5935.98,20,40,3,300,16,3,4.4,True,Ativo
247,Olivia Barbosa 247,Masculino,Júnior,2024-04-14,,4424.16,8,20,1,100,67,44,2.0,True,Ativo
248,Kamila Pereira 248,Masculino,Sócio,2012-08-08,2015-06-27,24883.56,49,40,4,,23,20,,False,Ativo
249,Olivia Barbosa 249,Masculino,Sênior,2017-12-30,2020-12-29,11812.31,28,20,2,300,49,40,1.8,False,Ativo
250,Elena Rodrigues 250,Masculino,Júnior,2024-02-10,,3730.56,9,10,3,502,29,13,3.3,False,Ativo
251,Renata Pinto 251,Feminino,Pleno,2020-05-19,,5978.11,13,30,2,200,22,12,3.8,False,Desligado
252,Lucas Martins 252,Feminino,Júnior,2025-04-01,,3860.52,1,40,1,300,24,10,4.2,True,Ativo
253,Renata Pinto 253,Não-binário,Júnior,01/04/2025,,4230.21,8,10,3,200,29,2,4.3,False,Ativo
254,Gabriela Almeida 254,Feminino,Pleno,2023-01-06,2024-12-30,"R$ 7724,13",10,20,4,100,67,45,1.1,False,Ativo
255,Samuel Teixeira 255,Masculino,Pleno,2020-05-24,2022-03-14,8232.96,15,10,2,502,24,5,4.2,True,Ativo
256,Carla Oliveira 256,Não-binário,Júnior,2025-01-01,,4892.07,6,10,1,501,24,2,4.1,True,Ativo
257,Mariana Rocha 257,Não-binário,Júnior,2025-07-12,,3942.47,8,20,2,100,62,39,1.2,True,Ativo
258,Gabriela Almeida 258,Masculino,Júnior,2024-12-18,,3817.61,4,40,1,501,18,5,3.5,False,Ativo
259,Samuel Teixeira 259,Não-binário,Júnior,2024-03-15,,3935.98,2,10,4,300,33,22,3.6,False,Ativo
260,Pedro Gomes 260,Masculino,Pleno,11/07/2022,,7478.27,15,10,2,200,17,2,3.8,True,Desligado
261,Elena Rodrigues 261,Masculino,Pleno,2023-10-23,,8133.66,18,40,3,300,17,22,4.3,False,Ativo
262,Carla Oliveira 262,Masculino,Sênior,2021-01-29,29/01/2024,12342.32,32,20,2,501,46,52,1.4,True,Ativo
263,Mariana Rocha 263,Masculino,Sênior,2018-04-03,2023-04-02,9907.49,27,40,2,200,17,18,3.5,False,Desligado
264,Pedro Gomes 264,Não-binário,Pleno,2022-01-04,2023-01-24,6962.93,18,20,2,100,57,50,2.3,False,Ativo
265,Renata Pinto 265,Feminino,Júnior,2025-10-10,,"R$ 4744,47",6,10,3,100,23,20,4.4,True,Ativo
266,Renata Pinto 266,Feminino,Júnior,2025-02-19,,4029.35,2,30,4,501,26,7,3.6,False,Ativo
267,Felipe Costa 267,Feminino,Júnior,10/06/2024,,4043.33,10,30,2,200,27,17,,True,Ativo
268,Bruno Souza 268,Feminino,Pleno,2020-09-18,2022-07-08,5904.17,12,40,1,501,17,18,4.9,False,Ativo
269,Gabriela Almeida 269,Feminino,Júnior,2025-04-04,,4409.79,2,10,3,502,31,18,3.7,False,Ativo
270,Tatiana Mendes 270,Não-binário,Pleno,2020-05-20,2021-09-14,5896.64,12,30,4,501,15,7,4.1,True,Ativo
271,Pedro Gomes 271,Fem,Júnior,2025-11-06,,3695.49,6,10,1,400,23,3,4.5,True,Ativo
272,Lucas Martins 272,Masculino,Sócio,2013-02-04,2020-08-08,24872.43,44,20,4,,45,57,2.0,True,Ativo
273,Ana Silva 273,Não-binário,Pleno,2022-02-07,2024-01-08,7912.86,14,10,1,300,25,20,3.9,False,Ativo
274,Samuel Teixeira 274,Masculino,Sênior,25/05/2021,,11676.92,31,40,2,400,33,5,4.5,False,Ativo
275,Renata Pinto 275,Feminino,Júnior,2025-02-14,,4679.12,10,20,1,400,45,37,2.2,False,Ativo
276,Isabela Carvalho 276,Feminino,Pleno,2021-03-30,,"R$ 7327,09",19,40,1,100,17,22,4.1,True,Desligado
277,Bruno Souza 277,Feminino,Pleno,2024-05-24,,7047.44,13,20,3,300,45,40,1.1,True,Ativo
278,Mariana Rocha 278,Não-binário,Júnior,2025-02-19,,4379.12,9,40,3,300,23,13,4.9,False,Ativo
279,Mariana Rocha 279,Masculino,Pleno,2023-03-23,,6025.1,15,20,2,501,61,43,2.2,True,Desligado
280,Tatiana Mendes 280,Masculino,Sênior,2019-09-18,17/09/2023,11564.82,20,30,4,200,20,4,3.9,True,Ativo
281,Lucas Martins 281,Masculino,Júnior,12/06/2025,,4303.48,8,20,3,200,50,50,1.4,False,Desligado
282,Gabriela Almeida 282,Não-binário,Pleno,2022-10-18,2024-01-28,6226.17,12,30,2,502,15,4,4.4,False,Ativo
283,Bruno Souza 283,Não-binário,Júnior,2025-05-08,,4056.79,2,40,1,501,28,10,3.9,False,Ativo
284,Natan Alves 284,Não-binário,Júnior,2025-05-04,,4909.48,8,20,1,100,59,45,2.0,False,Ativo
285,Diego Santos 285,Não-binário,Júnior,2024-11-29,,4042.4,5,20,4,200,56,40,1.7,False,Desligado
286,Mariana Rocha 286,Masculino,Júnior,2024-10-13,,4176.09,8,40,3,502,25,14,,False,Ativo
287,Felipe Costa 287,Feminino,Júnior,2025-03-07,,"R$ 4249,4",4,20,4,100,62,53,1.1,False,Desligado
288,Isabela Carvalho 288,Feminino,Pleno,02/09/2022,2024-07-20,7733.78,15,20,1,502,58,38,1.5,False,Ativo
289,Lucas Martins 289,Masculino,Pleno,2021-10-27,06/10/2023,7824.23,17,20,2,300,49,40,1.9,True,Ativo
290,Carla Oliveira 290,Feminino,Pleno,2020-11-27,,6440.45,14,40,4,400,23,20,4.1,False,Desligado
291,Ana Silva 291,Feminino,Sênior,2017-09-14,2021-09-13,12653.14,32,40,2,100,14,17,4.2,True,Ativo
292,Isabela Carvalho 292,Feminino,Júnior,2025-09-24,,3732.91,10,40,1,200,16,6,4.1,True,Ativo
293,Lucas Martins 293,Não-binário,Pleno,2021-10-28,2023-06-28,8112.69,19,10,1,501,26,22,4.5,False,Ativo
294,Pedro Gomes 294,Masculino,Sênior,2020-01-11,2024-01-10,11146.02,20,40,3,501,16,13,3.7,True,Desligado
295,João Lima 295,Masculino,Sênior,19/01/2017,2023-01-18,13085.45,33,10,4,502,24,9,3.5,False,Ativo
296,Isabela Carvalho 296,Feminino,Júnior,2024-03-22,,4133.36,8,40,4,100,20,15,3.5,True,Ativo
297,Diego Santos 297,Masculino,Sênior,2020-07-28,,12302.39,24,20,2,300,45,40,2.4,True,Ativo
298,Olivia Barbosa 298,Não-binário,Pleno,2024-01-29,,"R$ 5770,59",17,30,2,200,26,3,3.8,False,Ativo
299,Carla Oliveira 299,Masculino,Sênior,2020-01-18,2026-01-16,10625.36,23,10,3,100,26,9,4.5,True,Ativo
300,Diego Santos 300,Não-binário,Júnior,2025-06-17,,4499.01,0,20,4,300,68,52,1.7,False,Ativo
301,Lucas Martins 301,Fem,Pleno,2020-04-16,,6153.36,12,40,3,200,30,5,3.9,False,Desligado
302,Pedro Gomes 302,Não-binário,Sênior,10/11/2020,2024-11-09,10209.64,30,10,1,502,13,13,4.4,False,Ativo
303,Hugo Ribeiro 303,Masculino,Pleno,2021-10-10,,7865.69,10,10,2,100,23,6,3.7,True,Desligado
304,João Lima 304,Não-binário,Sênior,2020-01-17,2026-01-15,11064.49,25,40,4,300,16,16,3.7,False,Desligado
305,Renata Pinto 305,Feminino,Pleno,2022-02-15,,8148.8,15,30,4,200,33,19,,False,Desligado
306,João Lima 306,Não-binário,Júnior,2024-11-26,,4114.71,0,40,2,100,18,5,4.1,False,Ativo
307,Pedro Gomes 307,Não-binário,Pleno,2022-12-12,,7270.9,13,10,4,502,27,4,4.0,False,Desligado
308,Natan Alves 308,Não-binário,Sênior,2021-08-11,,12276.2,29,10,3,200,28,5,3.4,False,Desligado
309,Renata Pinto 309,Feminino,Júnior,03/11/2025,,"R$ 3873,14",9,40,2,400,23,16,4.5,False,Ativo
310,Samuel Teixeira 310,Feminino,Pleno,2022-04-02,2023-12-16,5974.53,18,10,2,400,23,15,4.6,False,Ativo
311,Samuel Teixeira 311,Não-binário,Pleno,2021-03-14,,7150.72,16,30,2,501,35,3,5.0,False,Desligado
312,Ana Silva 312,Masculino,Pleno,2021-09-07,2022-12-29,6444.71,11,10,2,300,26,13,3.5,True,Ativo
313,Isabela Carvalho 313,Feminino,Pleno,2021-09-07,2022-10-24,7207.19,12,30,2,100,34,20,4.7,True,Ativo
314,Tatiana Mendes 314,Não-binário,Júnior,2025-01-25,,3617.72,3,30,1,100,35,22,4.7,False,Ativo
315,Renata Pinto 315,Masculino,Sócio,2012-06-17,2018-10-11,19766.38,36,40,1,,30,18,3.4,True,Ativo
316,Elena Rodrigues 316,Masculino,Pleno,27/09/2020,,6927.56,16,40,3,400,25,6,4.6,False,Desligado
317,Tatiana Mendes 317,Masculino,Júnior,2024-07-19,,4341.75,10,20,4,400,63,37,1.2,True,Desligado
318,Gabriela Almeida 318,Masculino,Júnior,2024-11-24,,4016.79,2,40,3,200,26,3,4.9,False,Ativo
319,Carla Oliveira 319,Feminino,Júnior,2024-04-25,,4609.37,1,20,3,300,54,49,1.7,True,Desligado
320,Samuel Teixeira 320,Feminino,Pleno,2022-12-07,,"R$ 7146,4",19,20,2,100,61,36,1.4,True,Desligado
321,Vitor Xavier 321,Não-binário,Pleno,2021-07-09,2022-08-05,8335.53,10,30,2,400,32,14,3.6,False,Ativo
322,Vitor Xavier 322,Masculino,Júnior,2025-06-28,,3632.03,8,10,3,502,21,12,4.1,False,Ativo
323,Lucas Martins 323,Masculino,Júnior,29/12/2024,,4437.85,0,20,1,300,62,43,1.3,False,Desligado
324,Mariana Rocha 324,Feminino,Pleno,2022-12-02,2024-11-13,7376.57,14,40,2,200,22,16,,False,Ativo
325,João Lima 325,Feminino,Júnior,2025-12-06,,4557.7,1,20,2,100,62,52,2.3,True,Desligado
326,Ana Silva 326,Feminino,Júnior,2024-11-22,,4820.2,3,20,3,501,48,39,1.3,False,Ativo
327,Hugo Ribeiro 327,Não-binário,Pleno,2021-04-17,2023-04-03,5738.43,20,30,2,200,17,14,4.1,False,Ativo
328,Bruno Souza 328,Feminino,Júnior,2025-02-22,,4646.81,2,20,2,300,59,54,1.7,False,Desligado
329,Mariana Rocha 329,Masculino,Pleno,2024-05-08,,7706.0,18,40,2,100,26,16,4.7,True,Ativo
330,Bruno Souza 330,Não-binário,Júnior,25/07/2025,,4081.1,4,20,4,501,59,40,1.6,False,Desligado
331,Olivia Barbosa 331,Masculino,Pleno,2020-07-04,2022-03-17,"R$ 7836,19",16,10,2,501,26,2,3.5,False,Ativo
332,Isabela Carvalho 332,Feminino,Júnior,2024-11-27,,4537.58,7,20,4,502,65,46,1.1,True,Ativo
333,Samuel Teixeira 333,Masculino,Sênior,2019-02-19,2022-02-18,12044.71,25,40,2,300,34,3,4.0,True,Ativo
334,Felipe Costa 334,Não-binário,Júnior,2024-04-30,,4847.81,7,40,3,400,29,2,4.3,True,Ativo
335,Pedro Gomes 335,Não-binário,Pleno,2022-07-18,2024-02-12,7303.65,10,20,2,100,49,36,1.9,True,Ativo
336,Tatiana Mendes 336,Não-binário,Pleno,2023-05-20,2024-10-18,5763.11,19,20,1,501,67,57,1.8,False,Ativo
337,Tatiana Mendes 337,Não-binário,Júnior,03/01/2025,,4897.22,8,20,4,100,47,44,1.7,True,Ativo
338,Natan Alves 338,Não-binário,Pleno,2022-12-10,,6127.15,17,30,3,300,34,11,4.0,False,Desligado
339,Vitor Xavier 339,Feminino,Júnior,2025-07-30,,4244.6,3,30,3,502,12,5,3.2,False,Ativo
340,Natan Alves 340,Não-binário,Júnior,2025-02-27,,3568.24,4,10,2,501,14,11,3.7,True,Ativo
341,Kamila Pereira 341,Feminino,Sênior,2018-12-01,2024-11-29,9631.03,30,30,1,400,27,3,4.4,True,Ativo
342,Kamila Pereira 342,Não-binário,Júnior,2025-04-18,,"R$ 4675,98",8,20,4,300,45,41,1.8,True,Ativo
343,Isabela Carvalho 343,Feminino,Pleno,2020-03-04,,6625.72,12,30,1,300,15,11,,False,Desligado
344,Carla Oliveira 344,Masculino,Sênior,15/10/2019,2023-10-14,10861.83,23,10,3,100,18,4,4.0,True,Ativo
345,Kamila Pereira 345,Feminino,Júnior,2025-05-10,,4598.66,0,40,2,501,26,14,4.5,False,Ativo
346,Bruno Souza 346,Masculino,Júnior,2025-12-04,,4772.19,9,10,1,300,21,22,4.8,False,Ativo
347,Isabela Carvalho 347,Masculino,Pleno,2022-12-26,,6823.35,10,20,2,501,62,51,1.1,False,Desligado
348,Elena Rodrigues 348,Masculino,Pleno,2023-12-13,,7222.25,10,30,3,100,12,17,4.8,False,Ativo
349,Carla Oliveira 349,Feminino,Júnior,2025-03-12,,4087.88,5,10,4,400,18,19,3.3,False,Ativo
350,Olivia Barbosa 350,Não-binário,Júnior,2024-04-09,,4183.38,9,20,1,502,53,46,1.5,False,Desligado
351,Pedro Gomes 351,Masculino,Pleno,02/03/2020,2021-04-04,6554.32,18,30,3,502,24,5,3.8,True,Ativo
352,Olivia Barbosa 352,Não-binário,Pleno,2022-03-31,,6215.73,11,10,3,400,18,20,4.0,True,Desligado
353,Carla Oliveira 353,Feminino,Júnior,2025-12-29,,"R$ 4361,28",2,30,2,100,21,14,3.3,False,Ativo
354,Bruno Souza 354,Masculino,Sócio,2013-01-05,2018-03-11,23089.06,35,40,3,,26,19,3.7,False,Ativo
355,Kamila Pereira 355,Feminino,Júnior,2024-11-02,,4355.41,9,40,2,400,12,21,5.0,True,Ativo
356,Lucas Martins 356,Feminino,Júnior,2025-07-16,,4951.85,3,20,3,502,58,57,1.8,True,Desligado
357,Mariana Rocha 357,Masculino,Pleno,2022-06-10,2024-03-15,6020.23,12,30,4,100,33,6,3.4,False,Ativo
358,Pedro Gomes 358,Não-binário,Pleno,09/09/2023,,8470.65,19,10,2,400,31,7,4.0,True,Ativo
359,Hugo Ribeiro 359,Masculino,Júnior,2024-07-09,,4137.16,8,40,4,100,30,13,3.3,True,Ativo
360,Tatiana Mendes 360,Feminino,Sênior,2019-09-14,2022-09-13,13926.11,34,40,3,400,28,21,3.4,False,Desligado
361,Bruno Souza 361,Não-binário,Pleno,2021-12-04,,5532.35,16,10,3,502,21,11,3.5,True,Desligado
362,Pedro Gomes 362,Feminino,Sênior,2020-03-30,2024-03-29,10812.89,29,30,3,300,16,18,,True,Ativo
363,Isabela Carvalho 363,Não-binário,Júnior,2024-10-08,,4786.79,7,30,2,502,23,7,3.7,True,Ativo
364,Renata Pinto 364,Feminino,Júnior,2024-02-03,,"R$ 4014,27",6,20,4,502,52,56,1.6,True,Desligado
365,Lucas Martins 365,Não-binário,Pleno,21/04/2020,2022-03-15,7958.59,17,20,2,400,52,47,2.0,True,Ativo
366,Renata Pinto 366,Feminino,Júnior,2025-03-21,,3517.79,8,40,3,400,32,13,4.9,True,Ativo
367,Isabela Carvalho 367,Masculino,Sênior,2021-07-02,2024-07-01,11574.99,26,30,3,100,33,7,3.8,False,Ativo
368,Natan Alves 368,Feminino,Júnior,2024-04-10,,4287.9,0,10,1,501,31,4,3.3,False,Ativo
369,Diego Santos 369,Não-binário,Sênior,2017-06-26,2021-06-25,12415.58,23,20,1,100,54,49,1.9,True,Ativo
370,Kamila Pereira 370,Masculino,Júnior,2024-09-20,,3742.95,4,40,3,200,17,16,3.3,True,Ativo
371,Pedro Gomes 371,Não-binário,Pleno,2020-08-10,2021-10-22,6793.76,11,40,2,300,14,4,4.2,False,Ativo
372,Elena Rodrigues 372,Masculino,Pleno,30/08/2023,2025-07-22,5613.51,19,40,1,400,28,17,4.1,False,Ativo
373,Mariana Rocha 373,Feminino,Júnior,2025-12-06,,4726.96,4,10,2,502,24,3,4.3,True,Ativo
374,Kamila Pereira 374,Não-binário,Pleno,2020-06-13,,7781.36,16,10,3,100,18,11,4.5,False,Desligado
375,Olivia Barbosa 375,Feminino,Júnior,2024-07-13,,"R$ 3709,91",8,30,4,400,32,11,4.1,True,Ativo
376,Bruno Souza 376,Masculino,Sênior,2018-11-23,2021-11-22,12442.32,24,10,1,400,14,3,4.5,False,Ativo
377,Bruno Souza 377,Não-binário,Júnior,2024-09-05,,4551.95,9,10,4,100,17,20,3.3,False,Ativo
378,Vitor Xavier 378,Não-binário,Júnior,2024-08-13,,3594.67,10,10,4,200,30,19,3.4,True,Ativo
379,Carla Oliveira 379,Masculino,Sócio,09/05/2013,28/02/2019,22427.26,49,10,2,,16,5,4.6,True,Ativo
380,Pedro Gomes 380,Feminino,Sênior,2017-06-15,2020-06-14,12680.34,33,40,2,501,18,6,4.4,True,Ativo
381,Felipe Costa 381,Feminino,Pleno,2023-06-04,,7288.82,15,40,4,100,12,19,,False,Ativo
382,Renata Pinto 382,Não-binário,Pleno,2021-03-25,,7379.39,20,10,3,100,27,7,3.5,False,Desligado
383,Gabriela Almeida 383,Masculino,Sênior,2019-06-10,2024-06-08,12912.84,25,10,3,200,27,18,3.4,False,Ativo
384,Gabriela Almeida 384,Masculino,Júnior,2025-11-24,,4847.56,6,40,3,400,19,4,4.0,False,Ativo
385,Gabriela Almeida 385,Feminino,Sênior,2020-06-02,2026-06-01,11559.83,28,10,4,100,16,3,4.4,False,Ativo
386,Olivia Barbosa 386,Feminino,Sênior,29/07/2019,2025-07-27,"R$ 13488,84",25,30,2,501,19,4,3.9,False,Ativo
387,Pedro Gomes 387,Não-binário,Sênior,2021-09-11,,12812.8,33,40,2,100,30,6,4.8,False,Ativo
388,Pedro Gomes 388,Feminino,Júnior,2025-05-31,,3550.43,3,40,1,502,14,19,4.6,False,Ativo
389,Lucas Martins 389,Feminino,Sênior,2018-08-29,2022-08-28,11659.02,20,40,2,300,16,14,3.5,False,Desligado
390,Carla Oliveira 390,Não-binário,Pleno,2022-02-27,,6498.72,20,40,1,100,31,12,4.5,True,Desligado
391,Mariana Rocha 391,Fem,Pleno,2022-01-18,2023-09-13,6596.71,12,30,1,400,19,19,3.4,False,Ativo
392,Lucas Martins 392,Masculino,Júnior,2024-09-30,,4255.35,8,20,2,502,48,50,2.0,True,Ativo
393,Lucas Martins 393,Não-binário,Pleno,10/10/2023,2025-09-28,8322.63,11,30,4,100,17,11,4.9,False,Ativo
394,Diego Santos 394,Masculino,Júnior,2025-12-14,,3721.93,10,10,2,400,29,6,4.1,True,Ativo
395,Gabriela Almeida 395,Masculino,Pleno,2020-05-08,,7905.97,19,40,1,400,32,22,4.6,True,Desligado
396,Tatiana Mendes 396,Masculino,Pleno,2020-09-27,,6419.49,10,40,4,200,23,11,4.0,False,Desligado
397,Felipe Costa 397,Feminino,Júnior,2025-12-26,,"R$ 4539,29",2,20,3,200,59,43,1.5,False,Ativo
398,Elena Rodrigues 398,Masculino,Júnior,2025-01-16,,4172.64,2,10,3,502,26,12,3.5,False,Ativo
399,João Lima 399,Masculino,Pleno,2024-03-24,,7221.18,11,30,3,100,13,6,4.4,False,Ativo
400,Vitor Xavier 400,Masculino,Sócio,21/06/2014,2019-09-16,19561.2,51,30,1,,12,4,,True,Ativo
401,Mariana Rocha 401,Não-binário,Pleno,2021-02-02,,7309.52,12,40,1,300,23,14,3.9,False,Desligado
402,Olivia Barbosa 402,Masculino,Pleno,2023-02-22,,7683.56,12,30,3,501,35,15,3.5,False,Desligado
403,João Lima 403,Feminino,Pleno,2022-08-30,,7075.9,11,10,2,400,25,22,4.8,False,Desligado
404,Tatiana Mendes 404,Não-binário,Pleno,2024-03-26,2025-06-04,7996.85,17,20,4,100,68,49,1.3,True,Ativo
405,Pedro Gomes 405,Masculino,Pleno,2020-09-11,2022-08-11,6363.07,10,20,3,100,53,50,2.4,True,Ativo
406,Natan Alves 406,Não-binário,Júnior,2024-09-21,,4441.99,2,30,4,400,30,3,3.5,True,Ativo
407,Bruno Souza 407,Feminino,Júnior,06/10/2024,,4041.75,3,20,3,501,65,40,2.1,False,Desligado
408,João Lima 408,Masculino,Pleno,2021-07-09,,"R$ 7565,04",12,20,3,400,54,46,2.1,True,Desligado
409,Gabriela Almeida 409,Feminino,Sênior,2017-11-13,2021-11-12,12013.95,23,30,2,100,14,5,4.7,True,Ativo
410,Lucas Martins 410,Masculino,Pleno,2020-10-11,,8169.18,14,40,3,502,35,5,3.6,False,Desligado
411,Elena Rodrigues 411,Masculino,Pleno,2021-03-05,,5735.81,17,20,2,502,46,41,1.2,True,Desligado
412,Isabela Carvalho 412,Feminino,Sócio,2012-06-26,2015-12-19,18990.35,54,10,4,,17,13,3.3,True,Ativo
413,Lucas Martins 413,Não-binário,Sênior,2018-12-23,2022-12-22,12258.3,23,20,3,300,61,41,2.0,False,Ativo
414,Diego Santos 414,Não-binário,Júnior,07/08/2024,,4880.72,1,20,1,400,50,46,2.4,True,Ativo
415,Diego Santos 415,Masculino,Júnior,2024-11-17,,3685.42,5,20,2,400,60,38,1.5,False,Ativo
416,Samuel Teixeira 416,Feminino,Júnior,2025-02-21,,3935.88,0,30,4,400,33,17,4.4,True,Ativo
417,Elena Rodrigues 417,Feminino,Sênior,2019-03-20,2025-03-18,12836.44,22,40,1,400,22,8,4.3,False,Desligado
418,Pedro Gomes 418,Masculino,Sócio,2015-02-14,2021-11-10,24407.87,47,10,2,,31,14,5.0,True,Ativo
419,Diego Santos 419,Masculino,Pleno,2020-09-07,,"R$ 6991,82",11,30,2,400,33,2,,False,Desligado
420,Vitor Xavier 420,Masculino,Júnior,2025-09-30,,3644.5,10,30,2,501,27,17,4.1,False,Ativo
421,Natan Alves 421,Fem,Júnior,01/05/2024,,4075.44,10,30,1,200,21,7,4.1,True,Ativo
422,Diego Santos 422,Masculino,Pleno,2023-03-11,,7480.24,18,30,4,400,24,10,4.1,False,Desligado
423,Bruno Souza 423,Masculino,Júnior,2024-01-29,,4385.7,5,30,3,300,24,5,4.0,False,Ativo
424,Hugo Ribeiro 424,Feminino,Júnior,2024-09-10,,3851.93,2,40,3,400,12,19,3.8,True,Ativo
425,Ana Silva 425,Masculino,Sócio,2017-04-07,2021-08-26,20579.37,38,40,4,,18,12,4.1,False,Ativo
426,João Lima 426,Não-binário,Pleno,2022-01-14,,6105.28,14,30,2,400,13,11,5.0,False,Desligado
427,Tatiana Mendes 427,Não-binário,Pleno,2020-07-13,2022-05-12,5701.81,11,20,1,400,54,51,2.1,False,Ativo
428,Mariana Rocha 428,Masculino,Pleno,29/05/2021,2023-04-13,7514.68,19,30,2,502,18,16,3.7,False,Ativo
429,Gabriela Almeida 429,Não-binário,Júnior,2025-01-08,,4193.73,1,40,1,300,32,8,4.7,True,Ativo
430,Vitor Xavier 430,Masculino,Júnior,2024-08-29,,"R$ 4108,8",8,30,2,100,25,15,4.4,False,Ativo
431,Elena Rodrigues 431,Masculino,Júnior,2024-01-30,,3887.6,0,20,2,100,47,45,1.8,False,Desligado
432,Carla Oliveira 432,Não-binário,Júnior,2025-02-10,,4914.74,10,40,3,100,30,18,3.7,False,Ativo
433,Kamila Pereira 433,Masculino,Sênior,2021-09-01,,13709.75,25,20,1,501,59,48,1.4,False,Ativo
434,Lucas Martins 434,Não-binário,Pleno,2023-12-03,2025-01-28,6771.34,17,10,4,501,21,2,4.4,False,Ativo
435,Hugo Ribeiro 435,Não-binário,Pleno,02/06/2021,,6427.81,17,10,1,300,12,14,4.9,False,Desligado
436,João Lima 436,Fem,Pleno,2021-03-06,,5980.68,10,30,1,400,14,17,4.0,False,Desligado
437,Felipe Costa 437,Feminino,Pleno,2023-12-01,,5699.1,17,30,4,502,13,22,4.4,False,Ativo
438,Mariana Rocha 438,Feminino,Pleno,2021-02-13,2022-12-31,7227.43,19,40,2,502,25,12,,False,Ativo
439,Tatiana Mendes 439,Feminino,Sênior,2021-08-21,,11365.23,27,20,3,200,62,55,1.9,False,Ativo
440,Isabela Carvalho 440,Feminino,Júnior,2025-12-19,,4777.75,2,10,4,501,30,5,3.2,True,Ativo
441,Pedro Gomes 441,Não-binário,Pleno,2020-08-30,2021-12-22,"R$ 6071,63",16,40,4,300,25,8,4.3,False,Ativo
442,Natan Alves 442,Feminino,Pleno,25/10/2020,,8428.38,19,20,4,400,65,49,1.1,True,Desligado
443,Mariana Rocha 443,Não-binário,Júnior,2025-12-04,,3818.33,0,20,3,400,46,45,2.3,False,Desligado
444,Isabela Carvalho 444,Feminino,Pleno,2022-10-30,2024-09-11,8432.57,19,30,1,300,20,7,4.1,False,Ativo
445,Kamila Pereira 445,Feminino,Pleno,2023-12-25,,5925.39,14,40,2,300,25,11,4.8,True,Ativo
446,Felipe Costa 446,Masculino,Sênior,2018-10-09,2024-10-07,13338.65,21,30,3,400,13,9,3.5,False,Ativo
447,Olivia Barbosa 447,Não-binário,Júnior,2025-03-22,,3674.04,7,30,2,100,15,6,3.4,False,Ativo
448,Felipe Costa 448,Feminino,Sênior,2021-03-16,2026-03-15,10455.78,25,20,3,300,52,50,1.9,False,Ativo
449,Diego Santos 449,Não-binário,Pleno,18/03/2022,2023-09-25,8353.66,20,10,3,501,26,22,4.9,True,Ativo
450,Vitor Xavier 450,Feminino,Pleno,2022-07-16,2023-12-29,8499.46,10,10,3,502,21,12,4.6,False,Ativo
